ВЛ 10кВ № 8 ПС Шпикуловская
Тамбовская область, Жердевский район, Тамбовский район
335512
xy
322076.35	1276759.19	1
322075.18	1276757.68	2
322069.16	1276746.12	3
322087.78	1276736.42	4
322092.47	1276745.42	5
322134.46	1276782.81	6
322141.43	1276788.49	7
322186.59	1276824.62	8
322187.63	1276825.74	9
322231.85	1276889.72	10
322276.22	1276953.91	11
322320.63	1277018.17	12
322364.28	1277081.98	13
322408.81	1277147.06	14
322450.52	1277208.04	15
322483.92	1277256.86	16
322502.81	1277284.47	17
322561.25	1277369.89	18
322561.82	1277370.99	19
322574.13	1277403.29	20
322594.42	1277456.49	21
322597.15	1277458.25	22
322666.24	1277466.64	23
322669.90	1277468.73	24
322704.13	1277513.09	25
322751.77	1277574.85	26
322797.30	1277633.87	27
322841.27	1277690.88	28
322887.65	1277751.00	29
322934.68	1277811.96	30
322980.13	1277870.87	31
323020.64	1277923.40	32
323074.58	1277993.31	33
323116.56	1278047.73	34
323141.84	1278080.49	35
323153.30	1278095.35	36
323191.63	1278145.02	37
323246.56	1278215.32	38
323303.95	1278288.76	39
323353.93	1278352.72	40
323411.17	1278425.98	41
323464.14	1278493.76	42
323519.50	1278564.61	43
323558.40	1278614.39	44
323604.36	1278673.21	45
323672.71	1278659.12	46
323751.56	1278642.86	47
323826.25	1278627.46	48
323825.23	1278626.55	49
323839.24	1278610.90	50
323852.87	1278623.10	51
323893.90	1278608.30	52
323942.18	1278590.87	53
323998.15	1278570.67	54
324047.51	1278552.86	55
324148.82	1278516.22	56
324204.12	1278496.36	57
324255.38	1278477.95	58
324314.28	1278456.80	59
324380.65	1278432.96	60
324442.62	1278410.71	61
324503.47	1278388.86	62
324567.48	1278365.87	63
324628.52	1278343.94	64
324692.92	1278320.82	65
324736.10	1278305.31	66
324762.47	1278255.42	67
324791.95	1278199.64	68
324819.85	1278146.87	69
324848.44	1278092.78	70
324878.26	1278036.36	71
324909.52	1277977.22	72
324938.50	1277922.40	73
324967.97	1277866.64	74
324998.01	1277809.81	75
325029.23	1277750.76	76
325058.75	1277694.90	77
325089.66	1277636.42	78
325118.96	1277581.00	79
325149.68	1277522.88	80
325179.51	1277466.45	81
325209.16	1277410.34	82
325236.70	1277358.25	83
325264.17	1277306.29	84
325293.24	1277251.28	85
325321.87	1277197.12	86
325351.43	1277141.19	87
325383.59	1277080.35	88
325414.41	1277022.05	89
325439.98	1276973.68	90
325468.68	1276919.39	91
325500.24	1276859.67	92
325506.19	1276856.66	93
325575.73	1276866.93	94
325628.44	1276874.72	95
325689.91	1276883.80	96
325691.01	1276884.08	97
325745.35	1276904.75	98
325805.35	1276927.55	99
325865.65	1276950.47	100
325916.44	1276969.78	101
325980.05	1276993.96	102
326046.65	1277019.27	103
326098.43	1277038.95	104
326158.65	1277061.84	105
326217.90	1277084.36	106
326277.36	1277106.96	107
326330.41	1277127.13	108
326389.54	1277149.60	109
326448.62	1277172.06	110
326514.93	1277197.26	111
326575.10	1277219.29	112
326635.89	1277242.88	113
326694.89	1277265.78	114
326758.87	1277290.62	115
326818.11	1277313.61	116
326876.53	1277336.29	117
326937.70	1277360.03	118
326996.70	1277382.93	119
327057.63	1277406.58	120
327118.15	1277430.07	121
327175.84	1277452.46	122
327236.05	1277475.84	123
327296.91	1277499.46	124
327358.16	1277523.23	125
327417.99	1277546.45	126
327479.33	1277570.27	127
327539.31	1277593.56	128
327598.68	1277616.61	129
327659.86	1277640.36	130
327720.81	1277664.02	131
327790.02	1277690.89	132
327843.23	1277711.55	133
327901.46	1277734.16	134
327962.80	1277757.97	135
328016.24	1277778.72	136
328079.03	1277803.10	137
328136.84	1277825.55	138
328197.46	1277849.09	139
328257.33	1277872.42	140
328318.96	1277896.44	141
328372.37	1277917.26	142
328437.01	1277942.45	143
328497.38	1277965.98	144
328560.38	1277990.53	145
328620.49	1278013.95	146
328679.39	1278036.91	147
328739.68	1278060.41	148
328803.49	1278085.28	149
328864.21	1278108.93	150
328906.77	1278113.99	151
328965.13	1278120.91	152
329030.36	1278128.65	153
329099.37	1278136.84	154
329161.12	1278144.17	155
329225.64	1278151.83	156
329294.74	1278160.03	157
329365.56	1278168.43	158
329424.05	1278175.37	159
329483.53	1278182.43	160
329547.35	1278190.00	161
329613.94	1278197.90	162
329673.69	1278204.99	163
329740.58	1278212.93	164
329803.82	1278220.44	165
329867.90	1278228.04	166
329930.31	1278235.44	167
329994.79	1278243.10	168
330058.74	1278250.68	169
330119.84	1278257.93	170
330184.65	1278265.63	171
330251.37	1278273.54	172
330314.55	1278281.04	173
330378.74	1278288.66	174
330442.94	1278296.27	175
330504.59	1278303.59	176
330571.71	1278311.56	177
330631.90	1278318.70	178
330693.20	1278325.97	179
330759.24	1278333.81	180
330824.62	1278341.57	181
330889.43	1278349.26	182
330954.18	1278356.94	183
331019.34	1278364.55	184
331084.94	1278372.21	185
331146.57	1278379.41	186
331210.24	1278386.84	187
331281.89	1278395.21	188
331344.30	1278402.50	189
331411.24	1278410.32	190
331444.39	1278401.01	191
331484.49	1278389.75	192
331547.76	1278371.99	193
331612.97	1278353.68	194
331682.14	1278334.26	195
331743.79	1278316.95	196
331797.59	1278301.84	197
331874.77	1278280.18	198
331937.48	1278262.57	199
331989.27	1278248.03	200
331987.90	1278239.52	201
331987.86	1278239.17	202
331982.16	1278177.13	203
331974.23	1278090.79	204
331966.71	1278008.80	205
331960.17	1277937.58	206
331922.19	1277944.17	207
331849.25	1277956.82	208
331845.66	1277936.13	209
331918.61	1277923.47	210
331958.30	1277916.59	211
331952.39	1277848.07	212
331946.29	1277777.46	213
331937.29	1277673.18	214
331929.67	1277584.91	215
331922.22	1277498.69	216
331916.06	1277427.29	217
331890.17	1277354.64	218
331865.22	1277284.61	219
331840.36	1277214.83	220
331813.55	1277139.59	221
331789.18	1277071.21	222
331762.45	1276996.19	223
331738.39	1276928.66	224
331711.40	1276852.91	225
331681.72	1276769.61	226
331657.16	1276700.69	227
